STATION;SONDE;DateTime;Latitude;Longitude;Course;Speed;Altitude;Description
DIGIM2-14;U3524626;2022-10-31 13:01:10;47.2577;20.0668;126;22;16082;Clb=-17.1m/s p=104.1hPa t=-64.5C h=7.9% 403.20MHz Type=RS41-SGP Details on http://radiosondy.info
9A4AM-15;U3524626;2022-10-31 13:01:05;47.2579;20.0666;117;20;16151;Clb=-17.1m/s p=102.9hPa t=-64.6C h=7.8% 403.20MHz Type=RS41-SGP Sonde decoder by 9A4AM - sondemod_136h(dxlAPRS)
DIGIM2-14;U3524626;2022-10-31 13:01:02;47.2579;20.0664;116;22;16185;Clb=-16.8m/s p=102.3hPa t=-64.8C h=7.9% 403.20MHz Type=RS41-SGP TxOff=8h20m batt=2.6V Details on http://radiosondy.info
TFDHU2-14;U3524626;2022-10-31 13:01:01;47.2579;20.0663;105;20;16201;Clb=-17.0m/s p=102.1hPa t=-64.8C h=7.8% 403.20MHz Type=RS41-SGP Details on http://radiosondy.info
S55HH-14;U3524626;2022-10-31 13:01:00;47.2579;20.0663;105;20;16201;Clb=-17.0m/s p=102.1hPa t=-64.8C h=7.8% 403.20MHz Type=RS41-SGP Details on http://radiosondy.info
HALCS2-14;U3524626;2022-10-31 13:00:59;47.2579;20.0662;103;20;16218;Clb=-17.1m/s p=101.8hPa t=-64.9C h=8.0% 403.20MHz Type=RS41-SGP Details on http://radiosondy.info
LOLOKE-1;U3524626;2022-10-31 13:00:58;47.258;20.0662;105;22;16235;Clb=-17.1m/s t=-65.1C h=3.3% p=101.5hPa 403.200 MHz Type=RS41-SGP ser=U3524626 Radiosonde
DIGIM2-14;U3524626;2022-10-31 13:00:53;47.258;20.0659;107;20;16285;Clb=-17.2m/s p=100.7hPa t=-65.1C h=8.1% 403.20MHz Type=RS41-SGP Details on http://radiosondy.info
OM5KV;U3524626;2022-10-31 13:00:51;47.258;20.0659;108;22;16285;Clb=-17.2m/s p=100.7hPa t=-65.2C h=3.3% 403.200MHz Type=RS41-SGP TxOff=8h20m rdzTTGOsonde
9A4AM-15;U3524626;2022-10-31 13:00:45;47.2581;20.0656;115;17;16371;Clb=-17.4m/s p=99.3hPa t=-64.6C h=7.8% 403.20MHz Type=RS41-SGP Sonde decoder by 9A4AM - sondemod_136h(dxlAPRS)
DIGIM2-14;U3524626;2022-10-31 13:00:43;47.2581;20.0656;117;15;16388;Clb=-17.4m/s p=99.0hPa t=-64.7C h=7.9% 403.20MHz Type=RS41-SGP Details on http://radiosondy.info
HALCS2-14;U3524626;2022-10-31 13:00:42;47.2581;20.0656;117;15;16388;Clb=-17.4m/s p=99.0hPa t=-64.7C h=7.9% 403.20MHz Type=RS41-SGP Details on http://radiosondy.info
9A4AM-15;U3524626;2022-10-31 13:00:38;47.2582;20.0655;124;15;16421;Clb=-17.0m/s p=98.4hPa t=-64.7C h=7.9% 403.20MHz Type=RS41-SGP batt=2.6V Sonde decoder by 9A4AM - sondemod_136h(dxlAPRS)
S55HH-14;U3524626;2022-10-31 13:00:35;47.2582;20.0654;117;13;16456;Clb=-17.4m/s p=97.9hPa t=-64.3C h=7.6% 403.20MHz Type=RS41-SGP batt=2.6V Details on http://radiosondy.info
TFDHU2-14;U3524626;2022-10-31 13:00:33;47.2582;20.0653;107;13;16473;Clb=-17.6m/s p=97.7hPa t=-64.3C h=7.6% 403.20MHz Type=RS41-SGP Details on http://radiosondy.info
DIGIM2-14;U3524626;2022-10-31 13:00:30;47.2582;20.0653;112;15;16490;Clb=-17.5m/s p=97.4hPa t=-64.4C h=7.5% 403.20MHz Type=RS41-SGP batt=2.6V Details on http://radiosondy.info
HALCS2-14;U3524626;2022-10-31 13:00:23;47.2583;20.0651;101;13;16559;Clb=-17.3m/s p=96.2hPa t=-64.3C h=7.4% 403.20MHz Type=RS41-SGP batt=2.6V Details on http://radiosondy.info
DIGIM2-14;U3524626;2022-10-31 13:00:21;47.2583;20.065;116;13;16593;Clb=-17.5m/s p=95.7hPa t=-63.9C h=7.3% 403.20MHz Type=RS41-SGP Details on http://radiosondy.info
YT1XN-14;U3524626;2022-10-31 13:00:17;47.2583;20.0649;85;13;16628;Clb=-17.6m/s p=95.2hPa t=-63.6C h=6.9% 403.20MHz Type=RS41-SGP Details on http://radiosondy.info
HA8BS-14;U3524626;2022-10-31 13:00:15;47.2583;20.0648;81;13;16645;Clb=-17.3m/s p=94.9hPa t=-63.5C h=6.8% 403.20MHz Type=RS41-SGP TxOff=8h21m batt=2.6V Details on http://radiosondy.info
DIGIM2-14;U3524626;2022-10-31 13:00:09;47.2583;20.0647;73;13;16696;Clb=-17.8m/s p=94.1hPa t=-63.6C h=6.8% 403.20MHz Type=RS41-SGP Details on http://radiosondy.info
OM5KV;U3524626;2022-10-31 13:00:08;47.2583;20.0647;74;11;16697;Clb=-17.9m/s p=94.1hPa t=-63.6C h=2.7% 403.200MHz Type=RS41-SGP TxOff=8h21m rdzTTGOsonde
S55HH-14;U3524626;2022-10-31 13:00:06;47.2583;20.0647;65;15;16715;Clb=-18.1m/s p=93.9hPa t=-63.7C h=6.8% 403.20MHz Type=RS41-SGP Details on http://radiosondy.info
HALCS2-14;U3524626;2022-10-31 13:00:03;47.2583;20.0646;62;15;16733;Clb=-18.1m/s p=93.6hPa t=-63.7C h=6.8% 403.20MHz Type=RS41-SGP Details on http://radiosondy.info
TFDHU2-14;U3524626;2022-10-31 13:00:01;47.2583;20.0646;59;15;16751;Clb=-17.9m/s p=93.3hPa t=-63.8C h=6.8% 403.20MHz Type=RS41-SGP batt=2.6V Details on http://radiosondy.info
LOLOKE-1;U3524626;2022-10-31 13:00:00;47.2583;20.0646;68;9;16768;Clb=-17.5m/s t=-63.9C h=2.6% p=93.1hPa 403.200 MHz Type=RS41-SGP ser=U3524626 Radiosonde
DIGIM2-14;U3524626;2022-10-31 12:59:56;47.2582;20.0645;63;17;16804;Clb=-17.9m/s p=92.5hPa t=-63.9C h=6.8% 403.20MHz Type=RS41-SGP batt=2.6V Details on http://radiosondy.info
HA8BS-14;U3524626;2022-10-31 12:59:49;47.2582;20.0643;63;15;16876;Clb=-18.2m/s p=91.4hPa t=-64.3C h=6.9% 403.20MHz Type=RS41-SGP Details on http://radiosondy.info
YT1XN-14;U3524626;2022-10-31 12:59:48;47.2581;20.0642;60;17;16912;Clb=-18.0m/s p=90.9hPa t=-64.2C h=6.9% 403.20MHz Type=RS41-SGP Details on http://radiosondy.info
HALCS2-14;U3524626;2022-10-31 12:59:47;47.2581;20.0642;60;17;16912;Clb=-18.0m/s p=90.9hPa t=-64.2C h=6.9% 403.20MHz Type=RS41-SGP Details on http://radiosondy.info
9A4AM-15;U3524626;2022-10-31 12:59:40;47.2581;20.0641;81;13;16967;Clb=-18.1m/s p=90.1hPa t=-64.2C h=6.7% 403.20MHz Type=RS41-SGP Sonde decoder by 9A4AM - sondemod_136h(dxlAPRS)
S55HH-14;U3524626;2022-10-31 12:59:38;47.2581;20.064;84;17;16984;Clb=-18.3m/s p=89.8hPa t=-64.1C h=6.7% 403.20MHz Type=RS41-SGP Details on http://radiosondy.info
DIGIM2-14;U3524626;2022-10-31 12:59:34;47.2581;20.0639;91;19;17021;Clb=-18.9m/s p=89.3hPa t=-64.3C h=6.8% 403.20MHz Type=RS41-SGP Details on http://radiosondy.info
TFDHU2-14;U3524626;2022-10-31 12:59:32;47.2581;20.0638;91;17;17039;Clb=-18.9m/s p=89.0hPa t=-64.3C h=6.8% 403.20MHz Type=RS41-SGP Details on http://radiosondy.info
HALCS2-14;U3524626;2022-10-31 12:59:26;47.2581;20.0636;109;17;17094;Clb=-18.5m/s p=88.2hPa t=-64.3C h=6.7% 403.20MHz Type=RS41-SGP batt=2.6V Details on http://radiosondy.info
DIGIM2-14;U3524626;2022-10-31 12:59:23;47.2581;20.0635;90;19;17132;Clb=-18.8m/s p=87.7hPa t=-64.4C h=6.8% 403.20MHz Type=RS41-SGP TxOff=8h21m batt=2.6V Details on http://radiosondy.info
OM5KV;U3524626;2022-10-31 12:59:21;47.2582;20.0634;97;17;17150;Clb=-18.6m/s p=87.4hPa t=-64.6C h=2.5% 403.200MHz Type=RS41-SGP TxOff=8h21m rdzTTGOsonde
9A4AM-15;U3524626;2022-10-31 12:59:19;47.2582;20.0633;102;17;17187;Clb=-18.8m/s p=86.9hPa t=-64.7C h=6.8% 403.20MHz Type=RS41-SGP Sonde decoder by 9A4AM - sondemod_136h(dxlAPRS)
YT1XN-14;U3524626;2022-10-31 12:59:17;47.2582;20.0632;93;17;17205;Clb=-19.1m/s p=86.6hPa t=-64.8C h=7.0% 403.20MHz Type=RS41-SGP TxOff=8h21m batt=2.6V Details on http://radiosondy.info
DIGIM2-14;U3524626;2022-10-31 12:59:14;47.2582;20.0631;100;15;17243;Clb=-18.9m/s p=86.1hPa t=-64.9C h=7.0% 403.20MHz Type=RS41-SGP Details on http://radiosondy.info
S55HH-14;U3524626;2022-10-31 12:59:13;47.2582;20.0631;115;17;17262;Clb=-18.5m/s p=85.8hPa t=-64.9C h=7.0% 403.20MHz Type=RS41-SGP batt=2.6V Details on http://radiosondy.info
HALCS2-14;U3524626;2022-10-31 12:59:10;47.2582;20.063;108;15;17280;Clb=-18.6m/s p=85.5hPa t=-65.1C h=7.2% 403.20MHz Type=RS41-SGP Details on http://radiosondy.info
TFDHU2-14;U3524626;2022-10-31 12:59:06;47.2582;20.0628;113;19;17336;Clb=-18.7m/s p=84.8hPa t=-65.3C h=7.4% 403.20MHz Type=RS41-SGP Details on http://radiosondy.info
DIGIM2-14;U3524626;2022-10-31 12:59:03;47.2583;20.0628;122;15;17354;Clb=-19.0m/s p=84.5hPa t=-65.3C h=7.3% 403.20MHz Type=RS41-SGP Details on http://radiosondy.info
HG0GU-14;U3524626;2022-10-31 12:59:00;47.2583;20.0627;109;20;17373;Clb=-19.4m/s p=84.2hPa t=-65.2C h=7.3% 403.20MHz Type=RS41-SGP batt=2.6V Details on http://radiosondy.info
DIGIM2-14;U3524626;2022-10-31 12:58:48;47.2583;20.0625;103;20;17469;Clb=-19.4m/s p=83.0hPa t=-65.2C h=7.2% 403.20MHz Type=RS41-SGP batt=2.6V Details on http://radiosondy.info
9A4AM-15;U3524626;2022-10-31 12:58:47;47.2583;20.0625;103;17;17469;Clb=-19.4m/s p=83.0hPa t=-65.2C h=7.2% 403.20MHz Type=RS41-SGP Sonde decoder by 9A4AM - sondemod_136h(dxlAPRS)
YT1XN-14;U3524626;2022-10-31 12:58:42;47.2584;20.0624;121;22;17506;Clb=-18.9m/s p=82.5hPa t=-65.3C h=7.3% 403.20MHz Type=RS41-SGP Details on http://radiosondy.info
9A4AM-15;U3524626;2022-10-31 12:58:40;47.2584;20.0623;109;20;17526;Clb=-19.1m/s p=82.2hPa t=-65.2C h=7.3% 403.20MHz Type=RS41-SGP Sonde decoder by 9A4AM - sondemod_136h(dxlAPRS)
S55HH-14;U3524626;2022-10-31 12:58:38;47.2584;20.0622;101;22;17545;Clb=-19.1m/s p=82.0hPa t=-65.1C h=7.2% 403.20MHz Type=RS41-SGP Details on http://radiosondy.info
DIGIM2-14;U3524626;2022-10-31 12:58:36;47.2584;20.0621;109;26;17583;Clb=-19.1m/s p=81.5hPa t=-64.8C h=6.8% 403.20MHz Type=RS41-SGP Details on http://radiosondy.info
TFDHU2-14;U3524626;2022-10-31 12:58:32;47.2585;20.0618;103;22;17641;Clb=-19.4m/s p=80.6hPa t=-64.0C h=6.3% 403.20MHz Type=RS41-SGP batt=2.6V Details on http://radiosondy.info
HALCS2-14;U3524626;2022-10-31 12:58:30;47.2585;20.0617;107;20;17660;Clb=-19.2m/s p=80.4hPa t=-64.0C h=6.4% 403.20MHz Type=RS41-SGP TxOff=8h22m batt=2.6V Details on http://radiosondy.info
HG0GU-14;U3524626;2022-10-31 12:58:28;47.2585;20.0616;113;20;17679;Clb=-19.4m/s p=80.2hPa t=-64.0C h=6.5% 403.20MHz Type=RS41-SGP Details on http://radiosondy.info
DIGIM2-14;U3524626;2022-10-31 12:58:27;47.2586;20.0615;108;20;17699;Clb=-19.6m/s p=79.9hPa t=-63.9C h=6.3% 403.20MHz Type=RS41-SGP Details on http://radiosondy.info
HA8BS-14;U3524626;2022-10-31 12:58:25;47.2586;20.0614;100;22;17718;Clb=-19.4m/s p=79.7hPa t=-63.8C h=6.3% 403.20MHz Type=RS41-SGP Details on http://radiosondy.info
9A4AM-15;U3524626;2022-10-31 12:58:22;47.2586;20.0613;102;17;17756;Clb=-18.9m/s p=79.2hPa t=-63.8C h=6.2% 403.20MHz Type=RS41-SGP batt=2.6V Sonde decoder by 9A4AM - sondemod_136h(dxlAPRS)
DIGIM2-14;U3524626;2022-10-31 12:58:19;47.2586;20.0611;88;22;17814;Clb=-19.5m/s p=78.5hPa t=-64.2C h=6.4% 403.20MHz Type=RS41-SGP batt=2.6V Details on http://radiosondy.info
S55HH-14;U3524626;2022-10-31 12:58:16;47.2586;20.061;90;24;17833;Clb=-19.2m/s p=78.2hPa t=-64.3C h=6.4% 403.20MHz Type=RS41-SGP Details on http://radiosondy.info
HALCS2-14;U3524626;2022-10-31 12:58:15;47.2586;20.061;82;22;17852;Clb=-19.4m/s p=77.9hPa t=-64.4C h=6.5% 403.20MHz Type=RS41-SGP Details on http://radiosondy.info
LOLOKE-1;U3524626;2022-10-31 12:58:10;47.2586;20.0607;93;20;17930;Clb=-19.7m/s t=-64.6C h=2.2% p=77.0hPa 403.200 MHz Type=RS41-SGP ser=U3524626 Radiosonde
TFDHU2-14;U3524626;2022-10-31 12:58:08;47.2586;20.0606;107;24;17949;Clb=-19.2m/s p=76.7hPa t=-64.6C h=6.8% 403.20MHz Type=RS41-SGP Details on http://radiosondy.info
DIGIM2-14;U3524626;2022-10-31 12:58:07;47.2586;20.0605;102;26;17968;Clb=-19.4m/s p=76.5hPa t=-64.4C h=6.6% 403.20MHz Type=RS41-SGP Details on http://radiosondy.info
HG0GU-14;U3524626;2022-10-31 12:58:06;47.2586;20.0605;102;26;17968;Clb=-19.4m/s p=76.5hPa t=-64.4C h=6.6% 403.20MHz Type=RS41-SGP Details on http://radiosondy.info
HA8BS-14;U3524626;2022-10-31 12:58:05;47.2587;20.0604;101;28;17988;Clb=-19.5m/s p=76.2hPa t=-64.4C h=6.7% 403.20MHz Type=RS41-SGP batt=2.6V Details on http://radiosondy.info
9A4AM-15;U3524626;2022-10-31 12:58:01;47.2587;20.0602;119;26;18046;Clb=-19.5m/s p=75.5hPa t=-64.4C h=6.8% 403.20MHz Type=RS41-SGP Sonde decoder by 9A4AM - sondemod_136h(dxlAPRS)
HALCS2-14;U3524626;2022-10-31 12:58:00;47.2587;20.0602;119;26;18046;Clb=-19.5m/s p=75.5hPa t=-64.4C h=6.8% 403.20MHz Type=RS41-SGP Details on http://radiosondy.info
DIGIM2-14;U3524626;2022-10-31 12:57:56;47.2588;20.06;116;26;18085;Clb=-19.4m/s p=75.0hPa t=-64.6C h=6.9% 403.20MHz Type=RS41-SGP Details on http://radiosondy.info
OM5KV;U3524626;2022-10-31 12:57:55;47.2588;20.06;117;26;18085;Clb=-19.4m/s p=75.1hPa t=-64.7C h=2.2% 403.200MHz Type=RS41-SGP rdzTTGOsonde
9A4AM-15;U3524626;2022-10-31 12:57:54;47.2588;20.0599;124;24;18105;Clb=-19.3m/s p=74.8hPa t=-64.7C h=6.9% 403.20MHz Type=RS41-SGP TxPastBurst=8h30m batt=2.6V Sonde decoder by 9A4AM - sondemod_136h(dxlAPRS)
S55HH-14;U3524626;2022-10-31 12:57:53;47.2589;20.0598;128;30;18124;Clb=-19.3m/s p=74.6hPa t=-64.7C h=7.0% 403.20MHz Type=RS41-SGP TxOff=8h22m batt=2.6V Details on http://radiosondy.info
DIGIM2-14;U3524626;2022-10-31 12:57:46;47.259;20.0595;132;28;18202;Clb=-19.7m/s p=73.6hPa t=-64.7C h=6.9% 403.20MHz Type=RS41-SGP TxOff=8h22m batt=2.6V Details on http://radiosondy.info
HA8BS-14;U3524626;2022-10-31 12:57:43;47.2591;20.0594;124;31;18241;Clb=-19.6m/s p=73.2hPa t=-64.6C h=6.9% 403.20MHz Type=RS41-SGP Details on http://radiosondy.info
TFDHU2-14;U3524626;2022-10-31 12:57:42;47.2591;20.0593;133;33;18260;Clb=-19.8m/s p=72.9hPa t=-64.5C h=6.9% 403.20MHz Type=RS41-SGP Details on http://radiosondy.info
DIGIM2-14;U3524626;2022-10-31 12:57:39;47.2593;20.059;129;31;18319;Clb=-19.8m/s p=72.2hPa t=-63.8C h=6.5% 403.20MHz Type=RS41-SGP Details on http://radiosondy.info
9A4AM-15;U3524626;2022-10-31 12:57:37;47.2593;20.059;137;31;18339;Clb=-19.8m/s p=72.0hPa t=-63.3C h=6.3% 403.20MHz Type=RS41-SGP Sonde decoder by 9A4AM - sondemod_136h(dxlAPRS)
9A4AM-15;U3524626;2022-10-31 12:57:34;47.2595;20.0587;131;31;18398;Clb=-20.2m/s p=71.3hPa t=-63.1C h=6.0% 403.20MHz Type=RS41-SGP Sonde decoder by 9A4AM - sondemod_136h(dxlAPRS)
S55HH-14;U3524626;2022-10-31 12:57:32;47.2596;20.0587;136;41;18418;Clb=-20.1m/s p=71.1hPa t=-63.1C h=6.0% 403.20MHz Type=RS41-SGP Details on http://radiosondy.info
HA8BS-14;U3524626;2022-10-31 12:57:27;47.2598;20.0583;130;44;18498;Clb=-19.9m/s p=70.1hPa t=-63.1C h=6.1% 403.20MHz Type=RS41-SGP Details on http://radiosondy.info
LOLOKE-1;U3524626;2022-10-31 12:57:25;47.2599;20.0581;132;43;18537;Clb=-19.8m/s t=-62.8C h=1.8% p=69.8hPa 403.200 MHz Type=RS41-SGP ser=U3524626 Radiosonde
DIGIM2-14;U3524626;2022-10-31 12:57:23;47.26;20.0579;129;46;18557;Clb=-20.1m/s p=69.5hPa t=-62.5C h=5.7% 403.20MHz Type=RS41-SGP batt=2.7V Details on http://radiosondy.info
TFDHU2-14;U3524626;2022-10-31 12:57:21;47.2601;20.0578;129;44;18577;Clb=-20.1m/s p=69.2hPa t=-62.5C h=5.6% 403.20MHz Type=RS41-SGP TxOff=8h22m batt=2.7V Details on http://radiosondy.info
9A4AM-15;U3524626;2022-10-31 12:57:18;47.2603;20.0574;137;46;18636;Clb=-20.4m/s p=68.6hPa t=-62.7C h=5.7% 403.20MHz Type=RS41-SGP batt=2.6V Sonde decoder by 9A4AM - sondemod_136h(dxlAPRS)
DIGIM2-14;U3524626;2022-10-31 12:57:15;47.2605;20.0572;134;44;18676;Clb=-20.1m/s p=68.1hPa t=-62.8C h=5.7% 403.20MHz Type=RS41-SGP Details on http://radiosondy.info
9A4AM-15;U3524626;2022-10-31 12:57:13;47.2606;20.0571;137;44;18696;Clb=-20.0m/s p=67.9hPa t=-63.0C h=5.8% 403.20MHz Type=RS41-SGP Sonde decoder by 9A4AM - sondemod_136h(dxlAPRS)
S55HH-14;U3524626;2022-10-31 12:57:11;47.2606;20.0569;137;39;18716;Clb=-20.2m/s p=67.6hPa t=-63.1C h=5.8% 403.20MHz Type=RS41-SGP Details on http://radiosondy.info
HA8BS-14;U3524626;2022-10-31 12:57:08;47.2608;20.0567;137;37;18757;Clb=-20.3m/s p=67.2hPa t=-63.4C h=5.9% 403.20MHz Type=RS41-SGP batt=2.6V Details on http://radiosondy.info
DIGIM2-14;U3524626;2022-10-31 12:57:06;47.261;20.0565;141;39;18797;Clb=-20.5m/s p=66.8hPa t=-63.4C h=6.0% 403.20MHz Type=RS41-SGP Details on http://radiosondy.info
TFDHU2-14;U3524626;2022-10-31 12:56:59;47.2613;20.056;130;31;18899;Clb=-21.0m/s p=65.7hPa t=-63.5C h=6.1% 403.20MHz Type=RS41-SGP Details on http://radiosondy.info
DIGIM2-14;U3524626;2022-10-31 12:56:58;47.2614;20.0559;131;35;18919;Clb=-20.8m/s p=65.5hPa t=-63.5C h=6.1% 403.20MHz Type=RS41-SGP batt=2.7V Details on http://radiosondy.info
9A4AM-15;U3524626;2022-10-31 12:56:56;47.2614;20.0558;134;35;18940;Clb=-20.6m/s p=65.2hPa t=-63.6C h=6.2% 403.20MHz Type=RS41-SGP Sonde decoder by 9A4AM - sondemod_136h(dxlAPRS)
9A4AM-15;U3524626;2022-10-31 12:56:52;47.2616;20.0555;133;33;19002;Clb=-20.8m/s p=64.6hPa t=-63.9C h=6.4% 403.20MHz Type=RS41-SGP batt=2.6V Sonde decoder by 9A4AM - sondemod_136h(dxlAPRS)
HA8BS-14;U3524626;2022-10-31 12:56:50;47.2617;20.0555;139;30;19023;Clb=-20.9m/s p=64.4hPa t=-64.0C h=6.4% 403.20MHz Type=RS41-SGP Details on http://radiosondy.info
DIGIM2-14;U3524626;2022-10-31 12:56:49;47.2617;20.0554;141;31;19043;Clb=-20.6m/s p=64.2hPa t=-64.0C h=6.5% 403.20MHz Type=RS41-SGP Details on http://radiosondy.info
OM5KV;U3524626;2022-10-31 12:56:46;47.2619;20.0552;146;30;19085;Clb=-20.5m/s p=63.8hPa t=-64.0C h=2.0% 403.200MHz Type=RS41-SGP TxOff=8h23m rdzTTGOsonde
DIGIM2-14;U3524626;2022-10-31 12:56:42;47.2621;20.055;147;30;19167;Clb=-20.8m/s p=62.9hPa t=-63.9C h=6.5% 403.20MHz Type=RS41-SGP Details on http://radiosondy.info
TFDHU2-14;U3524626;2022-10-31 12:56:38;47.2623;20.0548;147;26;19229;Clb=-21.4m/s p=62.3hPa t=-63.3C h=6.1% 403.20MHz Type=RS41-SGP Details on http://radiosondy.info
9A4AM-15;U3524626;2022-10-31 12:56:37;47.2624;20.0548;149;28;19250;Clb=-21.2m/s p=62.0hPa t=-63.2C h=6.1% 403.20MHz Type=RS41-SGP Sonde decoder by 9A4AM - sondemod_136h(dxlAPRS)
DIGIM2-14;U3524626;2022-10-31 12:56:33;47.2625;20.0547;143;28;19291;Clb=-21.4m/s p=61.6hPa t=-62.9C h=5.9% 403.20MHz Type=RS41-SGP TxOff=8h23m batt=2.7V Details on http://radiosondy.info
9A4AM-15;U3524626;2022-10-31 12:56:32;47.2625;20.0546;136;28;19313;Clb=-21.1m/s p=61.4hPa t=-62.9C h=5.9% 403.20MHz Type=RS41-SGP Sonde decoder by 9A4AM - sondemod_136h(dxlAPRS)
S55HH-14;U3524626;2022-10-31 12:56:30;47.2626;20.0546;139;24;19334;Clb=-21.0m/s p=61.2hPa t=-62.9C h=5.9% 403.20MHz Type=RS41-SGP Details on http://radiosondy.info
DIGIM2-14;U3524626;2022-10-31 12:56:25;47.2628;20.0543;132;24;19419;Clb=-21.3m/s p=60.4hPa t=-62.7C h=5.7% 403.20MHz Type=RS41-SGP Details on http://radiosondy.info
DIGIM2-14;U3524626;2022-10-31 12:56:17;47.263;20.0539;134;24;19547;Clb=-21.8m/s p=59.1hPa t=-62.8C h=5.7% 403.20MHz Type=RS41-SGP Details on http://radiosondy.info
TFDHU2-14;U3524626;2022-10-31 12:56:16;47.2631;20.0538;128;24;19568;Clb=-21.7m/s p=59.0hPa t=-63.0C h=5.8% 403.20MHz Type=RS41-SGP batt=2.7V Details on http://radiosondy.info
9A4AM-15;U3524626;2022-10-31 12:56:15;47.2631;20.0538;128;24;19568;Clb=-21.7m/s p=59.0hPa t=-63.0C h=5.8% 403.20MHz Type=RS41-SGP TxPastBurst=8h30m batt=2.7V Sonde decoder by 9A4AM - sondemod_136h(dxlAPRS)
HA8BS-14;U3524626;2022-10-31 12:56:13;47.2631;20.0538;135;39;19590;Clb=-21.4m/s p=58.7hPa t=-63.1C h=5.8% 403.20MHz Type=RS41-SGP TxOff=8h23m batt=2.7V Details on http://radiosondy.info
9A4AM-15;U3524626;2022-10-31 12:56:10;47.2632;20.0536;134;26;19633;Clb=-22.0m/s p=58.3hPa t=-62.9C h=5.7% 403.20MHz Type=RS41-SGP Sonde decoder by 9A4AM - sondemod_136h(dxlAPRS)
S55HH-14;U3524626;2022-10-31 12:56:09;47.2632;20.0536;133;26;19655;Clb=-21.6m/s p=58.1hPa t=-62.7C h=5.6% 403.20MHz Type=RS41-SGP Details on http://radiosondy.info
HG0GU-14;U3524626;2022-10-31 12:56:00;47.2636;20.0531;129;28;19805;Clb=-22.3m/s p=56.7hPa t=-62.8C h=5.5% 403.20MHz Type=RS41-SGP Details on http://radiosondy.info
9A4AM-15;U3524626;2022-10-31 12:55:53;47.2637;20.0529;121;26;19894;Clb=-22.6m/s p=55.9hPa t=-63.2C h=5.6% 403.20MHz Type=RS41-SGP Sonde decoder by 9A4AM - sondemod_136h(dxlAPRS)
DIGIM2-14;U3524626;2022-10-31 12:55:50;47.2638;20.0527;127;31;19939;Clb=-21.9m/s p=55.5hPa t=-63.4C h=5.7% 403.20MHz Type=RS41-SGP Details on http://radiosondy.info
9A4AM-15;U3524626;2022-10-31 12:55:47;47.2638;20.0526;115;31;19961;Clb=-22.5m/s p=55.3hPa t=-63.5C h=5.8% 403.20MHz Type=RS41-SGP batt=2.7V Sonde decoder by 9A4AM - sondemod_136h(dxlAPRS)
S55HH-14;U3524626;2022-10-31 12:55:46;47.2639;20.0525;113;37;19983;Clb=-22.5m/s p=55.1hPa t=-63.5C h=5.7% 403.20MHz Type=RS41-SGP batt=2.7V Details on http://radiosondy.info
DIGIM2-14;U3524626;2022-10-31 12:55:40;47.264;20.0521;102;37;20073;Clb=-22.3m/s p=54.3hPa t=-63.7C h=5.8% 403.20MHz Type=RS41-SGP batt=2.7V Details on http://radiosondy.info
OM5KV;U3524626;2022-10-31 12:55:35;47.264;20.0517;98;41;20140;Clb=-22.6m/s p=53.7hPa t=-64.0C h=1.7% 403.200MHz Type=RS41-SGP rdzTTGOsonde
HG0GU-14;U3524626;2022-10-31 12:55:34;47.2641;20.0515;99;41;20163;Clb=-22.6m/s p=53.5hPa t=-63.9C h=5.9% 403.20MHz Type=RS41-SGP Details on http://radiosondy.info
DIGIM2-14;U3524626;2022-10-31 12:55:31;47.2641;20.0513;100;41;20207;Clb=-22.6m/s p=53.1hPa t=-64.3C h=6.2% 403.20MHz Type=RS41-SGP Details on http://radiosondy.info
9A4AM-15;U3524626;2022-10-31 12:55:29;47.2641;20.0511;98;39;20230;Clb=-23.0m/s p=52.9hPa t=-64.5C h=6.3% 403.20MHz Type=RS41-SGP Sonde decoder by 9A4AM - sondemod_136h(dxlAPRS)
TFDHU2-14;U3524626;2022-10-31 12:55:26;47.2641;20.0508;105;41;20275;Clb=-22.9m/s p=52.6hPa t=-64.6C h=6.4% 403.20MHz Type=RS41-SGP Details on http://radiosondy.info
9A4AM-15;U3524626;2022-10-31 12:55:24;47.2642;20.0507;100;43;20297;Clb=-23.2m/s p=52.3hPa t=-64.5C h=6.4% 403.20MHz Type=RS41-SGP Sonde decoder by 9A4AM - sondemod_136h(dxlAPRS)
S55HH-14;U3524626;2022-10-31 12:55:23;47.2642;20.0506;99;43;20321;Clb=-23.0m/s p=52.2hPa t=-64.5C h=6.3% 403.20MHz Type=RS41-SGP Details on http://radiosondy.info
DIGIM2-14;U3524626;2022-10-31 12:55:22;47.2642;20.0504;101;43;20344;Clb=-22.9m/s p=52.0hPa t=-64.6C h=6.4% 403.20MHz Type=RS41-SGP Details on http://radiosondy.info
DIGIM2-14;U3524626;2022-10-31 12:55:11;47.2643;20.0495;103;43;20483;Clb=-23.2m/s p=50.8hPa t=-64.5C h=6.2% 403.20MHz Type=RS41-SGP TxOff=8h24m batt=2.6V Details on http://radiosondy.info
HG0GU-14;U3524626;2022-10-31 12:55:07;47.2644;20.0493;106;41;20506;Clb=-23.0m/s p=50.6hPa t=-64.4C h=6.2% 403.20MHz Type=RS41-SGP TxOff=8h24m batt=2.7V Details on http://radiosondy.info
